"A","ProductName","InArea","Mba","ProductSerialNumber","commodity","AnnualConsumption","StartDate","ContractDuration","OrderDate","Status","PriceGuaranteeUntil","PriceValidSince","PriceChangePlanned","OrigBaseCosts","OrigKwhCosts","OrigKwhMargin","OrigbaseMargin","CurrentBasePriceNet","CurrentKwhPriceNet","CatalogBasePrice","CatalogKwhPrice","CurrentBaseCosts","CurrentKwhCosts","CurrentKwhMargin","CurrentBaseMargin","BaseNewPriceProposed","KwhNewPriceProposed","NewPriceInclude","NewPriceStartdate","CurrentBaseTargetMargin","CurrentKwhTargetMargin","error"
"A2","EASY","False","en-5313868605","ev-xnhhy9923","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-01-22","active","2021-01-01 00:00:00","2020-10-01","False",54.5498,0.193156,0.009976,25.8,80.3498,0.203132,101.3338,0.314846,77.7784,0.1746918,0.0284402,2.57140000000001,103.5784,0.184642,,,23.5554,0.14018,
"A2","EASY","False","en-3476726934","ev-kuifb8364","power",2345,"2021-01-01","2021-01-01 00:00:00","2021-01-22","active","2021-01-01 00:00:00","2020-10-01","False",62.7957,0.222354,0.011484,29.7,92.4957,0.233838,116.6517,0.362439,89.5356,0.2010987,0.0327393,2.9601,119.2356,0.212553,,,27.1161,0.16137,
"A2","EASY","False","en-8506473977","ev-xflsw9607","gas",2345,"2021-01-02","2021-01-02 00:00:00","2021-01-23","active","2021-01-02 00:00:00","2020-10-01","False",80.6652,0.03773286,0.00198,39.6,120.2652,0.039699,168.4485,0.147015,128.8485,0.0435798,-0.0038808,-8.58329999999999,168.4485,0.04554,,,39.6,0.103455,
"A2","EASY","False","en-8506473977","ev-brjua1835","power",2345,"2021-01-02","2021-01-02 00:00:00","2021-01-23","active","2021-01-02 00:00:00","2020-10-01","False",57.7213,0.204386,0.010556,27.3,85.0213,0.214942,107.2253,0.333151,82.3004,0.1848483,0.0300937,2.72090000000001,109.6004,0.195377,,,24.9249,0.14833,
"A2","EASY","False","en-1464541034","ev-glwbt0569","gas",2345,"2021-01-02","2021-01-02 00:00:00","2021-01-23","active","2021-01-02 00:00:00","2020-10-01","False",76.5912,0.03582716,0.00188,37.6,114.1912,0.037694,159.941,0.13959,122.341,0.0413788,-0.0036848,-8.1498,159.941,0.04324,,,37.6,0.09823,
"A2","EASY","False","en-7597191720","ev-meyzw1262","power",2345,"2021-01-02","2021-01-02 00:00:00","2021-01-23","active","2021-01-02 00:00:00","2020-10-01","False",55.1841,0.195402,0.010092,26.1,81.2841,0.205494,102.5121,0.318507,78.6828,0.1767231,0.0287709,2.60130000000001,104.7828,0.186789,,,23.8293,0.14181,
"A2","EASY","False","en-9836681537","ev-lfbdj0976","gas",2345,"2021-01-03","2021-01-03 00:00:00","2021-01-24","active","2021-01-03 00:00:00","2020-10-01","False",81.48,0.038114,0.002,40,121.48,0.0401,170.15,0.1485,130.15,0.04402,-0.00392,-8.67,170.15,0.046,,,40,0.1045,
"A2","EASY","False","en-7327145061","ev-ifnaq0324","power",2345,"2021-01-03","2021-01-03 00:00:00","2021-01-24","active","2021-01-03 00:00:00","2020-10-01","False",60.2585,0.21337,0.01102,28.5,88.7585,0.22439,111.9385,0.347795,85.918,0.1929735,0.0314165,2.84050000000001,114.418,0.203965,,,26.0205,0.15485,
"A2",12,"False","en-6660058634","ev-uyqnh9317","gas",2345,"2021-02-01","2022-01-31 00:00:00","2021-01-25","active","2022-01-31 00:00:00","2020-10-01","False",93.702,0.0438311,0.001725,36.8,130.502,0.04554,186.4725,0.174225,149.6725,0.050623,-0.005083,-19.1705,186.4725,0.052325,,,36.8,0.123625,
"A2","EASY","False","en-1267397477","ev-tcxnr4390","gas",2345,"2021-01-04","2021-01-04 00:00:00","2021-01-25","active","2021-01-04 00:00:00","2020-10-01","False",74.1468,0.03468374,0.00182,36.4,110.5468,0.036491,154.8365,0.135135,118.4365,0.0400582,-0.0035672,-7.88970000000001,154.8365,0.04186,,,36.4,0.095095,
"A2","EASY","False","en-7826327491","ev-dgnqa8749","gas",2345,"2021-01-04","2021-01-04 00:00:00","2021-01-25","active","2021-01-04 00:00:00","2020-10-01","False",70.0728,0.03277804,0.00172,34.4,104.4728,0.034486,146.329,0.12771,111.929,0.0378572,-0.0033712,-7.4562,146.329,0.03956,,,34.4,0.08987,
"A2","EASY","False","en-1267397477","ev-mztpz6498","power",2345,"2021-01-04","2021-01-04 00:00:00","2021-01-25","active","2021-01-04 00:00:00","2020-10-01","False",63.43,0.2246,0.0116,30,93.43,0.2362,117.83,0.3661,90.44,0.20313,0.03307,2.99000000000001,120.44,0.2147,,,27.39,0.163,
"A2","EASY","False","en-8219400952","ev-hqfqm8083","power",2345,"2021-01-04","2021-01-04 00:00:00","2021-01-25","active","2021-01-04 00:00:00","2020-10-01","False",61.5271,0.217862,0.011252,29.1,90.6271,0.229114,114.2951,0.355117,87.7268,0.1970361,0.0320779,2.9003,116.8268,0.208259,,,26.5683,0.15811,
"A2","EASY","False","en-7555608517","ev-pxqhy4272","gas",2345,"2021-08-12","2021-08-12 00:00:00","2021-01-26","active","2021-08-12 00:00:00","2020-10-01","False",69.258,0.0323969,0.0017,34,103.258,0.034085,144.6275,0.126225,110.6275,0.037417,-0.003332,-7.3695,144.6275,0.0391,,,34,0.088825,
"A2",12,"False","en-6186931967","ev-feolk2012","power",2345,"2021-01-05","2022-01-04 00:00:00","2021-01-26","active","2022-01-04 00:00:00","2020-10-01","False",63.58,0.2355,0.001,2,65.58,0.2365,96.64,0.356,89.7,0.20303,0.03347,-24.12,91.7,0.204,,,6.94,0.153,
"A2","EASY","False","en-2445224393","ev-wowio1891","power",2345,"2021-01-10","2021-01-10 00:00:00","2021-01-26","active","2021-01-10 00:00:00","2020-10-01","False",67.2358,0.238076,0.012296,31.8,99.0358,0.250372,124.8998,0.388066,95.8664,0.2153178,0.0350542,3.16940000000001,127.6664,0.227582,,,29.0334,0.17278,
"A2","EASY","False","en-7995399941","ev-sffrq7458","gas",2345,"2021-01-05","2021-01-05 00:00:00","2021-01-26","active","2021-01-05 00:00:00","2020-10-01","False",70.0728,0.03277804,0.00172,34.4,104.4728,0.034486,146.329,0.12771,111.929,0.0378572,-0.0033712,-7.4562,146.329,0.03956,,,34.4,0.08987,
"A2","EASY","False","en-7995399941","ev-vapgj6665","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-01-26","active","2021-01-05 00:00:00","2020-10-01","False",60.2585,0.21337,0.01102,28.5,88.7585,0.22439,111.9385,0.347795,85.918,0.1929735,0.0314165,2.84050000000001,114.418,0.203965,,,26.0205,0.15485,
"A2","EASY","False","en-5168180361","ev-myqvh7068","gas",2345,"2021-01-05","2021-01-05 00:00:00","2021-01-26","active","2021-01-05 00:00:00","2020-10-01","False",73.332,0.0343026,0.0018,36,109.332,0.03609,153.135,0.13365,117.135,0.039618,-0.003528,-7.803,153.135,0.0414,,,36,0.09405,
"A2","EASY","False","en-9029936581","ev-ycujv9542","power",2345,"2021-01-05","2021-01-05 00:00:00","2021-01-26","active","2021-01-05 00:00:00","2020-10-01","False",62.7957,0.222354,0.011484,29.7,92.4957,0.233838,116.6517,0.362439,89.5356,0.2010987,0.0327393,2.9601,119.2356,0.212553,,,27.1161,0.16137,
"A2","EASY","False","en-0262926728","ev-pjamr7812","power",2345,"2021-01-27","2021-01-27 00:00:00","2021-01-27","active","2021-01-27 00:00:00","2020-10-01","False",64.6986,0.229092,0.011832,30.6,95.2986,0.240924,120.1866,0.373422,92.2488,0.2071926,0.0337314,3.0498,122.8488,0.218994,,,27.9378,0.16626,
"A2",12,"False","en-6888736375","ev-gebqc6951","gas",2345,"2021-01-11","2022-01-10 00:00:00","2021-01-27","active","2022-01-10 00:00:00","2020-10-01","False",111.1165,0.03942166,0.001335,28.48,139.5965,0.040762,140.8781,0.111072,156.8091,0.04479103,-0.00402903,-17.2126,185.2891,0.046102,,,-15.931,0.066305,
"A2","EASY","False","en-7678003372","ev-rxrgd4617","gas",2345,"2021-01-27","2021-01-27 00:00:00","2021-01-27","active","2021-01-27 00:00:00","2020-10-01","False",82.2948,0.03849514,0.00202,40.4,122.6948,0.040501,171.8515,0.149985,131.4515,0.0444602,-0.0039592,-8.75670000000001,171.8515,0.04646,,,40.4,0.105545,
"A2","EASY","False","en-9483526878","ev-afwgm7604","power",2345,"2021-01-27","2021-01-27 00:00:00","2021-01-27","active","2021-01-27 00:00:00","2020-10-01","False",55.1841,0.195402,0.010092,26.1,81.2841,0.205494,102.5121,0.318507,78.6828,0.1767231,0.0287709,2.60130000000001,104.7828,0.186789,,,23.8293,0.14181,
"A2","EASY","False","en-3984815989","ev-whiqg9147","gas",2345,"2021-01-04","2021-01-04 00:00:00","2021-01-27","active","2021-01-04 00:00:00","2020-10-01","False",77.406,0.0362083,0.0019,38,115.406,0.038095,161.6425,0.141075,123.6425,0.041819,-0.003724,-8.23650000000001,161.6425,0.0437,,,38,0.099275,
"A2","EASY","False","en-8209505091","ev-uiszw9840","gas",2345,"2021-01-04","2021-01-04 00:00:00","2021-01-27","active","2021-01-04 00:00:00","2020-10-01","False",84.7392,0.03963856,0.00208,41.6,126.3392,0.041704,176.956,0.15444,135.356,0.0457808,-0.0040768,-9.01680000000002,176.956,0.04784,,,41.6,0.10868,
"A2","EASY","False","en-6067455946","ev-swcdx1938","gas",2345,"2021-01-27","2021-01-27 00:00:00","2021-01-27","active","2021-01-27 00:00:00","2020-10-01","False",87.1836,0.04078198,0.00214,42.8,129.9836,0.042907,182.0605,0.158895,139.2605,0.0471014,-0.0041944,-9.27689999999998,182.0605,0.04922,,,42.8,0.111815,
"A2",12,"False","en-0601606783","ev-zypnx2829","gas",2345,"2021-01-11","2022-01-10 00:00:00","2021-01-27","active","2022-01-10 00:00:00","2020-10-01","False",127.347,0.04517988,0.00153,32.64,159.987,0.046716,161.4558,0.127296,179.7138,0.05133354,-0.00461754,-19.7268,212.3538,0.052836,,,-18.258,0.07599,
"A2","EASY","False","en-5794108380","ev-aysbp3912","power",2345,"2021-01-27","2021-01-27 00:00:00","2021-01-27","active","2021-01-27 00:00:00","2020-10-01","False",72.3102,0.256044,0.013224,34.2,106.5102,0.269268,134.3262,0.417354,103.1016,0.2315682,0.0376998,3.40860000000002,137.3016,0.244758,,,31.2246,0.18582,
"A2","EASY","False","en-4604310914","ev-uhrgm1349","power",2345,"2021-01-27","2021-01-27 00:00:00","2021-01-27","active","2021-01-27 00:00:00","2020-10-01","False",60.2585,0.21337,0.01102,28.5,88.7585,0.22439,111.9385,0.347795,85.918,0.1929735,0.0314165,2.84050000000001,114.418,0.203965,,,26.0205,0.15485,
"A2",12,"False","en-4185181486","ev-jwdfh3834","power",2345,"2021-01-08","2022-01-07 00:00:00","2021-01-27","active","2022-01-07 00:00:00","2020-10-01","False",63.43,0.2246,0.007,24,87.43,0.2316,107.83,0.3741,90.44,0.20313,0.02847,-3.00999999999999,114.44,0.2101,,,17.39,0.171,
"A2",12,"False","en-8807262459","ev-fomck3122","power",2345,"2021-01-26","2022-01-25 00:00:00","2021-01-27","active","2022-01-25 00:00:00","2020-10-01","False",55.9504,0.20724,0.00088,1.76,57.7104,0.20812,85.0432,0.31328,78.936,0.1786664,0.0294536,-21.2256,80.696,0.17952,,,6.1072,0.13464,
"A2","EASY","False","en-8731256866","ev-ifqxw4388","gas",2345,"2021-01-06","2021-01-06 00:00:00","2021-01-27","active","2021-01-06 00:00:00","2020-10-01","False",87.9984,0.04116312,0.00216,43.2,131.1984,0.043308,183.762,0.16038,140.562,0.0475416,-0.0042336,-9.36359999999999,183.762,0.04968,,,43.2,0.11286,
"A2","EASY","False","en-8731256866","ev-qbxkm2489","power",2345,"2021-01-06","2021-01-06 00:00:00","2021-01-27","active","2021-01-06 00:00:00","2020-10-01","False",55.1841,0.195402,0.010092,26.1,81.2841,0.205494,102.5121,0.318507,78.6828,0.1767231,0.0287709,2.60130000000001,104.7828,0.186789,,,23.8293,0.14181,
"A2","EASY","False","en-0387578784","ev-vmamv3381","gas",2345,"2021-01-06","2021-01-06 00:00:00","2021-01-27","active","2021-01-06 00:00:00","2020-10-01","False",86.3688,0.04040084,0.00212,42.4,128.7688,0.042506,180.359,0.15741,137.959,0.0466612,-0.0041552,-9.1902,180.359,0.04876,,,42.4,0.11077,
"A2","EASY","False","en-0860036961","ev-uhxhd7898","power",2345,"2021-01-06","2021-01-06 00:00:00","2021-01-27","active","2021-01-06 00:00:00","2020-10-01","False",57.7213,0.204386,0.010556,27.3,85.0213,0.214942,107.2253,0.333151,82.3004,0.1848483,0.0300937,2.72090000000001,109.6004,0.195377,,,24.9249,0.14833,
"A2","EASY","False","en-7812521354","ev-skgve8451","power",2345,"2021-01-08","2021-01-08 00:00:00","2021-01-28","active","2021-01-08 00:00:00","2020-10-01","False",64.6986,0.229092,0.011832,30.6,95.2986,0.240924,120.1866,0.373422,92.2488,0.2071926,0.0337314,3.0498,122.8488,0.218994,,,27.9378,0.16626,
"A2",12,"False","en-9801797250","ev-hgpmk8069","power",2345,"2021-02-27","2022-02-26 00:00:00","2021-01-28","active","2022-02-26 00:00:00","2020-10-01","False",61.0368,0.22608,0.00096,1.92,62.9568,0.22704,92.7744,0.34176,86.112,0.1949088,0.0321312,-23.1552,88.032,0.19584,,,6.6624,0.14688,
"A2",12,"False","en-5948599443","ev-dzkuv2585","power",2345,"2021-02-01","2022-01-31 00:00:00","2021-01-28","active","2022-01-31 00:00:00","2020-10-01","False",71.8454,0.257075,0.00113,2.26,74.1054,0.258205,109.2032,0.39324,101.361,0.2203839,0.0378211,-27.2556,103.621,0.22148,,,7.8422,0.17289,
"A2","EASY","False","en-5124680181","ev-pcndb3824","power",2345,"2021-01-04","2021-01-04 00:00:00","2021-01-28","active","2021-01-04 00:00:00","2020-10-01","False",57.087,0.20214,0.01044,27,84.087,0.21258,106.047,0.32949,81.396,0.182817,0.029763,2.691,108.396,0.19323,,,24.651,0.1467,
"A2",12,"False","en-5689411816","ev-bpxii6010","power",2345,"2021-02-28","2022-02-27 00:00:00","2021-01-28","active","2022-02-27 00:00:00","2020-10-01","False",62.7957,0.222354,0.00693,23.76,86.5557,0.229284,106.7517,0.370359,89.5356,0.2010987,0.0281853,-2.9799,113.2956,0.207999,,,17.2161,0.16929,
"A2",12,"False","en-7871167222","ev-xatkj0962","power",2345,"2021-01-02","2022-01-01 00:00:00","2021-01-28","active","2022-01-01 00:00:00","2020-10-01","False",62.3084,0.22295,0.00098,1.96,64.2684,0.22393,94.7072,0.34104,87.906,0.1911294,0.0328006,-23.6376,89.866,0.19208,,,6.8012,0.14994,
"A2",12,"False","en-5245639546","ev-uqimd2345","power",2345,"2021-02-01","2022-01-31 00:00:00","2021-01-28","active","2022-01-31 00:00:00","2020-10-01","False",62.9442,0.225225,0.00099,1.98,64.9242,0.226215,95.6736,0.34452,88.803,0.1930797,0.0331353,-23.8788,90.783,0.19404,,,6.8706,0.15147,
"A2","EASY","False","en-1484618820","ev-fjqvv6979","power",2345,"2021-01-26","2021-01-26 00:00:00","2021-01-28","active","2021-01-26 00:00:00","2020-10-01","False",69.773,0.24706,0.01276,33,102.773,0.25982,129.613,0.40271,99.484,0.223443,0.036377,3.289,132.484,0.23617,,,30.129,0.1793,
"A2","EASY","False","en-6383203418","ev-lsajw4705","gas",2345,"2021-01-07","2021-01-07 00:00:00","2021-01-28","active","2021-01-07 00:00:00","2020-10-01","False",81.48,0.038114,0.002,40,121.48,0.0401,170.15,0.1485,130.15,0.04402,-0.00392,-8.67,170.15,0.046,,,40,0.1045,
"A2","EASY","False","en-4207701741","ev-wdpvb9332","gas",2345,"2021-01-07","2021-01-07 00:00:00","2021-01-28","active","2021-01-07 00:00:00","2020-10-01","False",72.5172,0.03392146,0.00178,35.6,108.1172,0.035689,151.4335,0.132165,115.8335,0.0391778,-0.0034888,-7.71629999999999,151.4335,0.04094,,,35.6,0.093005,
"A2","EASY","False","en-4207701741","ev-xksvj8549","power",2345,"2021-01-07","2021-01-07 00:00:00","2021-01-28","active","2021-01-07 00:00:00","2020-10-01","False",72.9445,0.25829,0.01334,34.5,107.4445,0.27163,135.5045,0.421015,104.006,0.2335995,0.0380305,3.43850000000002,138.506,0.246905,,,31.4985,0.18745,
"A2","EASY","False","en-2702074002","ev-ejnbb7019","power",2345,"2021-01-07","2021-01-07 00:00:00","2021-01-28","active","2021-01-07 00:00:00","2020-10-01","False",57.087,0.20214,0.01044,27,84.087,0.21258,106.047,0.32949,81.396,0.182817,0.029763,2.691,108.396,0.19323,,,24.651,0.1467,
"A2",12,"False","en-4314065865","ev-tozmy1877","gas",2345,"2021-01-06","2022-01-05 00:00:00","2021-01-29","active","2022-01-05 00:00:00","2020-10-01","False",138.5835,0.04916634,0.001665,35.52,174.1035,0.050838,175.7019,0.138528,195.5709,0.05586297,-0.00502497,-21.4674,231.0909,0.057498,,,-19.869,0.082695,
"A2","EASY","False","en-1824104804","ev-derva0719","gas",2345,"2021-01-08","2021-01-08 00:00:00","2021-01-29","active","2021-01-08 00:00:00","2020-10-01","False",88.8132,0.04154426,0.00218,43.6,132.4132,0.043709,185.4635,0.161865,141.8635,0.0479818,-0.0042728,-9.4503,185.4635,0.05014,,,43.6,0.113905,
"A2","EASY","False","en-4128167048","ev-stmyy5468","gas",2345,"2021-01-08","2021-01-08 00:00:00","2021-01-29","active","2021-01-08 00:00:00","2020-10-01","False",73.332,0.0343026,0.0018,36,109.332,0.03609,153.135,0.13365,117.135,0.039618,-0.003528,-7.803,153.135,0.0414,,,36,0.09405,
"A2","EASY","False","en-4128167048","ev-kzikn2423","power",2345,"2021-01-08","2021-01-08 00:00:00","2021-01-29","active","2021-01-08 00:00:00","2020-10-01","False",70.4073,0.249306,0.012876,33.3,103.7073,0.262182,130.7913,0.406371,100.3884,0.2254743,0.0367077,3.31890000000001,133.6884,0.238317,,,30.4029,0.18093,
"A2","EASY","False","en-5078235578","ev-wrjgq5495","gas",2345,"2021-01-08","2021-01-08 00:00:00","2021-01-29","active","2021-01-08 00:00:00","2020-10-01","False",74.9616,0.03506488,0.00184,36.8,111.7616,0.036892,156.538,0.13662,119.738,0.0404984,-0.0036064,-7.9764,156.538,0.04232,,,36.8,0.09614,
"A2","EASY","False","en-5712720530","ev-pkiqo9864","power",2345,"2021-01-08","2021-01-08 00:00:00","2021-01-29","active","2021-01-08 00:00:00","2020-10-01","False",55.8184,0.197648,0.010208,26.4,82.2184,0.207856,103.6904,0.322168,79.5872,0.1787544,0.0291016,2.63120000000001,105.9872,0.188936,,,24.1032,0.14344,
"A2","EASY","False","en-5475734934","ev-syhro6434","gas",2345,"2021-01-09","2021-01-09 00:00:00","2021-01-30","active","2021-01-09 00:00:00","2020-10-01","False",79.0356,0.03697058,0.00194,38.8,117.8356,0.038897,165.0455,0.144045,126.2455,0.0426994,-0.0038024,-8.40990000000001,165.0455,0.04462,,,38.8,0.101365,
"A2","EASY","False","en-5475734934","ev-lzoai1877","power",2345,"2021-01-09","2021-01-09 00:00:00","2021-01-30","active","2021-01-09 00:00:00","2020-10-01","False",71.6759,0.253798,0.013108,33.9,105.5759,0.266906,133.1479,0.413693,102.1972,0.2295369,0.0373691,3.37870000000002,136.0972,0.242611,,,30.9507,0.18419,
"A2","EASY","False","en-4409652007","ev-wazee0586","power",2345,"2021-01-09","2021-01-09 00:00:00","2021-01-30","active","2021-01-09 00:00:00","2020-10-01","False",64.6986,0.229092,0.011832,30.6,95.2986,0.240924,120.1866,0.373422,92.2488,0.2071926,0.0337314,3.0498,122.8488,0.218994,,,27.9378,0.16626,
"A2","EASY","False","en-1291368189","ev-pfewp7559","gas",2345,"2021-01-09","2021-01-09 00:00:00","2021-01-30","active","2021-01-09 00:00:00","2020-10-01","False",92.0724,0.04306882,0.00226,45.2,137.2724,0.045313,192.2695,0.167805,147.0695,0.0497426,-0.0044296,-9.7971,192.2695,0.05198,,,45.2,0.118085,
"A2","EASY","False","en-3274691025","ev-zwfuv4409","gas",2345,"2021-01-10","2021-01-10 00:00:00","2021-01-31","active","2021-01-10 00:00:00","2020-10-01","False",76.5912,0.03582716,0.00188,37.6,114.1912,0.037694,159.941,0.13959,122.341,0.0413788,-0.0036848,-8.1498,159.941,0.04324,,,37.6,0.09823,
"A2","EASY","False","en-6765441909","ev-fxgtq8202","power",2345,"2021-01-10","2021-01-10 00:00:00","2021-01-31","active","2021-01-10 00:00:00","2020-10-01","False",69.773,0.24706,0.01276,33,102.773,0.25982,129.613,0.40271,99.484,0.223443,0.036377,3.289,132.484,0.23617,,,30.129,0.1793,
"A2","EASY","False","en-3274691025","ev-ofsmy0881","power",2345,"2021-01-10","2021-01-10 00:00:00","2021-01-31","active","2021-01-10 00:00:00","2020-10-01","False",71.0416,0.251552,0.012992,33.6,104.6416,0.264544,131.9696,0.410032,101.2928,0.2275056,0.0370384,3.3488,134.8928,0.240464,,,30.6768,0.18256,
"A2","EASY","False","en-3912067786","ev-rjkgz0784","gas",2345,"2021-01-10","2021-01-10 00:00:00","2021-01-31","active","2021-01-10 00:00:00","2020-10-01","False",83.1096,0.03887628,0.00204,40.8,123.9096,0.040902,173.553,0.15147,132.753,0.0449004,-0.0039984,-8.8434,173.553,0.04692,,,40.8,0.10659,
"A2",12,"False","en-5347074014","ev-puvde0161","gas",2345,"2021-01-01","2021-12-31 00:00:00","2021-02-01","active","2021-12-31 00:00:00","2021-02-01","False",108.8952,0.043554,0.00153,32.64,141.5352,0.045084,188.1798,0.156876,155.5398,0.0472668,-0.0021828,-14.0046,188.1798,0.048756,,,32.64,0.10965,
"A2","EASY","False","en-2917648194","ev-hmvvb2350","gas",2345,"2021-01-11","2021-01-11 00:00:00","2021-02-01","active","2021-01-11 00:00:00","2021-02-01","False",91.4183,0.043709,0.00218,43.6,135.0183,0.045889,185.4635,0.161865,141.8635,0.0479818,-0.0020928,-6.84520000000001,185.4635,0.05014,,,43.6,0.113905,
"A2","EASY","False","en-2678542305","ev-unrhm8475","power",2345,"2021-01-11","2021-01-11 00:00:00","2021-02-01","active","2021-01-11 00:00:00","2021-02-01","False",90.331,0.2276403,0.01133,25.75,116.081,0.23896,121.3649,0.377083,93.1532,0.2092239,0.0297361,22.9278,118.9032,0.220523,,,28.2117,0.16789,
"A2","EASY","False","en-4312576822","ev-zykgu2357","gas",2345,"2021-01-11","2021-01-11 00:00:00","2021-02-01","active","2021-01-11 00:00:00","2021-02-01","False",82.1926,0.039298,0.00196,39.2,121.3926,0.041258,166.747,0.14553,127.547,0.0431396,-0.0018816,-6.1544,166.747,0.04508,,,39.2,0.10241,
"A2","EASY","False","en-4312576822","ev-xuxmh7319","power",2345,"2021-01-11","2021-01-11 00:00:00","2021-02-01","active","2021-01-11 00:00:00","2021-02-01","False",88.577,0.2232201,0.01111,25.25,113.827,0.23432,119.0083,0.369761,91.3444,0.2051613,0.0291587,22.4826,116.5944,0.216241,,,27.6639,0.16463,
"A2","EASY","False","en-3365321227","ev-pevcg9233","gas",2345,"2021-01-11","2021-01-11 00:00:00","2021-02-02","active","2021-01-11 00:00:00","2021-02-01","False",82.1926,0.039298,0.00196,39.2,121.3926,0.041258,166.747,0.14553,127.547,0.0431396,-0.0018816,-6.1544,166.747,0.04508,,,39.2,0.10241,
"A2",12,"False","en-3829793672","ev-woqfu2555","power",2345,"2021-01-12","2022-01-11 00:00:00","2021-02-02","active","2022-01-11 00:00:00","2021-02-01","False",99.101,0.2497413,0.00678,22.6,121.701,0.25651,121.8479,0.422733,102.1972,0.2295369,0.0269731,19.5038,124.7972,0.236283,,,19.6507,0.19323,
